,passage,questions,answers
460,"
The American reality television series Vanderpump Rules premiered on January 7, 2013, on Bravo. The series is a spin-off of the network's hit show The Real Housewives of Beverly Hills and features Lisa Vanderpump and employees at her California restaurant SUR. 
"," Is Vanderpump rules a spin off from another show? 
", True
461,"In 1736, the German mathematician Leonhard Euler published a paper titled ""Solution of a Problem in the Theory of Chance"" in which he solved, what is now considered to be, one of history's first graph theory problems. The problem was to find out whether it was possible to start at any point on the River Pregel and cross each of Königsberg's seven bridges exactly once before returning back to where you started.
"," 
Did Euler prove that it was impossible to solve the Seven Bridges of Königsberg problem?
", True
462,"Whose Line Is It Anyway? is an American improvisational comedy television show, which was originally hosted by Drew Carey on ABC and ABC Family and ran from August 5, 1998 to December 15, 2007. The show has been rebooted as a primetime series on The CW with Aisha Tyler as the host; it premiered July 16, 2013 and ended on May 18th 2018.
"," 
Is Whose Line Is It Anyway? still running?
"," 
False"
463,"The Interstate Bridge is a 1,600-foot (488 m) long cantilever truss bridge that spans the Menominee River between Marinette, Wisconsin and Menominee, Michigan. The bridge carries U.S. Highway 41/141 and US 8 across the river connecting Marinette County in Wisconsin with Menominee County in Michigan's Upper Peninsula.
"," 
The Interstate Bridge is located in California?
", False
464,"Hydraulic fluid, also called hydraulic liquid, are the medium by which power is transferred in hydraulic machinery. Hydraulic fluids consist of a mixture of lubricating oils and water. The main advantages of using hydraulic fluids are their high compressibility and low viscosity. 
"," Is it necessary to use both oil and water in hydraulic fluid? 
", No
465,"Jed Lowrie (born April 17, 1984) is an American professional baseball infielder for the Oakland Athletics of Major League Baseball (MLB). He has also played in MLB for the Boston Red Sox. With both teams, he primarily plays shortstop. However, he has experience playing second base and third base as well. 
"," Is Jed Lowrie a professional baseball player? 
", True
466,"Carmel-by-the-Sea, often simply referred to as Carmel, is a city in Monterey County, California, United States, founded in 1902 and incorporated on October 31, 1916. Situated on the Monterey Peninsula northwest of Salinas Valley's River Road exit,[8] the town is known for its natural scenery and rich artistic history. In 1906 resident Hamilton Dawson created ""The Forest Theater"", the first theater built in Carmel from local materials after acquiring an abandoned adobe Mexican ranch house.[9]
"," 
Is Carmel located on the Monterey Peninsula? 
", True
467,"Northern Ireland is a part of the United Kingdom in the north-east of the island of Ireland, variously described as a country, province or region. Northern Ireland shares a border to the south and west with the Republic of Ireland. In 2011, its population was 1,810,863,[4] constituting about 30% of the island's total population and about 3% of that of the United Kingdom.[5][6][7]
"," Is Northern Island considered apart from UK? 
", False
468,"
A Microsoft account is a free service that allows you to sign in to many Microsoft products and services, such as Outlook.com, OneDrive, Xbox Live, or Skype. You can use your Microsoft account to: 
-Keep track of your achievements and compare them with friends 
-Access exclusive offers and deals 
-Personalize your Windows experience 
-Stay up to date on the latest news fromMicrosoft

"," Is a Microsoft accounth requiredto accessOutlook.com? 
", False
469,"Halloween H20: 20 Years Later is a 1998 American slasher film directed by Steve Miner. The film stars Jamie Lee Curtis and Josh Hartnett. It is the seventh installment in the Halloween franchise and a direct sequel to John Carpenter's 1978 horror classic, Halloween, while disregarding the events of all other sequels. 
"," Is this movie considered a direct sequel to only one other movie in the franchise?
", True
470,"
Yum cha (饮茶), also known as dim sum, is a Cantonese tea brunch consisting of small bite-sized dishes. It originated in Guangzhou and is now popular throughout China and other East Asian countries. 
"," Yum cha originally came from Guangzhou. 
", True
471,"Blair Cornelia Waldorf is a fictional character in the Gossip Girl book series and television series. Created by author Cecily von Ziegesar, she first appeared aged 16 in the debut novel Gossip Girl (1997). In the novels, Blair is described as a ""stereotypical overachiever"" who excessively achieved everything she ever wanted. She was born into New York City's Upper East Side sometime between 1985 and 1986 to Cyrus Rose III and Eleanor Waldorf née Vanderbilt-Rose.
"," Is Blair Waldorf from New York? 
", True
